user_id,cohort_month,city,treatment_city,post_launch,did,age,income,prior_orders_90d,prior_spend_90d,app_sessions_30d,days_since_last_purchase,premium_member,mobile_app_user,marketing_emails_30d,discount_received,retained_30d,spend_30d
6836,2025-12-01,Chicago,0,1,0,34,87141,2,180.61,11,42,0,1,4,0,1,85.33
6837,2025-07-01,Phoenix,0,1,0,46,79120,1,129.69,8,8,0,1,10,0,1,103.85
6838,2025-08-01,Phoenix,0,1,0,31,83913,4,231.09,12,19,1,1,7,0,0,72.14
6839,2025-08-01,Boston,1,1,1,32,91634,1,55.0,8,26,0,1,7,1,0,71.79
6840,2025-12-01,Austin,1,1,1,31,25463,2,252.55,4,4,1,0,5,0,0,91.18
6841,2025-04-01,Phoenix,0,0,0,27,59812,2,212.88,8,7,1,1,9,0,1,129.34
6842,2025-01-01,Denver,0,0,0,28,44115,2,210.81,14,0,0,1,5,0,1,79.8
6843,2025-12-01,New York,1,1,1,42,94911,3,284.62,10,20,0,0,5,1,1,99.48
6844,2025-09-01,New York,1,1,1,40,84683,4,178.07,16,54,0,1,4,1,0,93.23
6845,2025-08-01,Austin,1,1,1,25,103320,3,143.67,14,5,1,0,7,1,0,95.3
6846,2025-08-01,Dallas,0,1,0,28,79778,6,395.86,10,1,0,1,3,0,0,74.08
6847,2025-04-01,Denver,0,0,0,45,63156,2,136.23,7,36,0,0,8,0,1,121.09
6848,2025-11-01,Phoenix,0,1,0,35,27150,4,179.29,9,0,0,0,4,0,1,117.93
6849,2025-03-01,Phoenix,0,0,0,29,20000,3,204.2,16,73,1,0,3,0,0,99.9
6850,2025-02-01,Dallas,0,0,0,37,61965,3,251.84,16,30,0,1,5,0,1,112.99
6851,2025-05-01,Denver,0,0,0,32,58328,3,198.52,16,15,1,0,2,0,0,96.0
6852,2025-08-01,Chicago,0,1,0,31,27134,2,243.48,13,3,0,1,6,0,0,65.64
6853,2025-05-01,Austin,1,0,0,28,62886,4,213.06,6,13,1,1,6,0,1,161.39
6854,2025-07-01,Chicago,0,1,0,40,90583,2,217.39,9,42,1,1,4,0,0,63.43
6855,2025-02-01,Dallas,0,0,0,37,82529,2,205.82,8,14,0,0,2,0,1,92.11
6856,2025-07-01,Dallas,0,1,0,38,130539,1,155.3,10,19,0,0,15,0,0,51.93
6857,2025-10-01,Phoenix,0,1,0,40,42354,4,263.3,14,6,0,1,9,1,1,187.46
6858,2025-02-01,Dallas,0,0,0,18,20000,0,65.23,8,18,0,0,6,1,1,58.92
6859,2025-05-01,Phoenix,0,0,0,35,60108,5,274.49,12,18,0,1,1,0,0,70.26
6860,2025-03-01,Dallas,0,0,0,34,90206,5,278.69,13,21,0,1,5,0,1,106.99
6861,2025-04-01,Seattle,1,0,0,54,20000,3,205.05,13,100,1,1,7,0,0,81.09
6862,2025-04-01,Denver,0,0,0,51,83287,3,137.36,20,9,1,0,4,0,1,95.26
6863,2025-12-01,Austin,1,1,1,58,51271,8,497.33,13,6,0,1,6,0,0,91.82
6864,2025-11-01,Dallas,0,1,0,40,92112,2,326.31,10,11,1,1,7,1,1,109.4
6865,2025-06-01,Phoenix,0,0,0,28,84220,5,299.27,15,7,0,1,7,0,0,90.75
6866,2025-08-01,Chicago,0,1,0,41,51316,6,217.19,13,25,1,1,3,0,0,140.3
6867,2025-12-01,Seattle,1,1,1,53,78731,2,112.19,12,16,1,0,3,0,0,96.1
6868,2025-03-01,Austin,1,0,0,18,78875,3,282.16,6,29,0,1,3,0,1,97.92
6869,2025-04-01,Dallas,0,0,0,27,51178,3,275.01,6,4,0,0,9,1,0,61.92
6870,2025-10-01,Phoenix,0,1,0,29,79247,2,274.29,12,12,0,0,5,1,0,56.52
6871,2025-01-01,New York,1,0,0,50,94408,3,137.08,14,4,0,1,3,0,0,29.41
6872,2025-10-01,Phoenix,0,1,0,40,111489,5,344.62,16,13,0,1,9,0,0,85.13
6873,2025-11-01,Chicago,0,1,0,32,72021,4,241.47,10,7,0,1,6,1,0,53.81
6874,2025-07-01,Chicago,0,1,0,43,77830,2,185.44,10,38,0,1,4,0,1,87.84
6875,2025-09-01,New York,1,1,1,35,55753,4,260.91,21,2,1,0,5,1,1,144.83
6876,2025-07-01,Phoenix,0,1,0,24,84402,6,287.11,10,60,0,0,9,0,0,73.53
6877,2025-08-01,Boston,1,1,1,53,62938,3,336.34,8,61,0,0,4,0,1,98.7
6878,2025-06-01,Seattle,1,0,0,27,46220,6,315.26,8,31,0,1,10,0,1,113.42
6879,2025-03-01,New York,1,0,0,37,64852,1,164.59,8,39,0,1,6,1,1,53.68
6880,2025-10-01,New York,1,1,1,42,80501,5,274.63,14,49,0,0,5,0,1,104.91
6881,2025-01-01,Phoenix,0,0,0,47,52241,3,336.6,15,8,0,1,5,0,1,134.77
6882,2025-11-01,Seattle,1,1,1,21,87828,1,65.15,13,8,1,1,2,1,1,188.99
6883,2025-11-01,Dallas,0,1,0,27,69571,2,217.85,8,34,1,1,6,0,0,35.87
6884,2025-11-01,Phoenix,0,1,0,50,37307,3,160.53,17,21,0,1,8,1,1,101.04
6885,2025-03-01,Phoenix,0,0,0,42,96732,3,302.78,12,14,0,0,3,0,0,36.36
6886,2025-05-01,Seattle,1,0,0,18,38877,5,200.97,15,7,0,1,8,0,0,68.48
6887,2025-03-01,Dallas,0,0,0,31,82908,2,234.06,8,75,0,1,4,0,0,99.36
6888,2025-02-01,Phoenix,0,0,0,26,30326,4,295.69,14,47,0,1,5,0,0,110.26
6889,2025-07-01,Seattle,1,1,1,20,133371,2,238.0,10,19,0,1,2,1,0,65.22
6890,2025-04-01,Chicago,0,0,0,22,109911,2,207.14,6,43,0,0,8,1,1,106.47
6891,2025-06-01,Dallas,0,0,0,31,59066,3,233.41,11,31,1,0,6,1,0,62.38
6892,2025-10-01,Seattle,1,1,1,38,70047,6,257.92,10,10,0,0,3,0,0,75.56
6893,2025-08-01,Chicago,0,1,0,46,97812,2,121.34,8,0,0,1,6,0,0,63.26
6894,2025-12-01,Austin,1,1,1,55,69142,2,249.03,6,6,0,1,7,0,1,104.31
6895,2025-03-01,Chicago,0,0,0,26,46682,3,218.77,13,5,0,0,8,0,0,6.8
6896,2025-08-01,Chicago,0,1,0,34,58163,3,240.92,11,10,0,1,3,1,0,106.98
6897,2025-09-01,Dallas,0,1,0,38,62290,1,167.22,9,57,1,1,3,1,1,124.66
6898,2025-09-01,New York,1,1,1,37,41746,9,423.16,13,23,1,1,2,0,1,188.17
6899,2025-01-01,Phoenix,0,0,0,30,84592,8,345.61,15,3,0,1,9,0,1,145.44
6900,2025-08-01,Austin,1,1,1,33,121177,1,207.83,5,18,0,1,6,0,1,135.92
6901,2025-12-01,Boston,1,1,1,29,129617,2,251.41,11,7,0,1,3,0,0,73.5
6902,2025-02-01,Dallas,0,0,0,38,86466,0,202.3,7,4,1,1,10,0,0,88.27
6903,2025-02-01,Boston,1,0,0,24,34107,8,339.9,16,5,0,0,6,1,0,129.29
6904,2025-09-01,Dallas,0,1,0,25,89831,6,229.4,11,7,1,1,9,0,1,108.8
6905,2025-01-01,Dallas,0,0,0,40,59572,0,61.39,10,3,0,1,1,1,0,27.11
6906,2025-08-01,Boston,1,1,1,47,75257,1,197.34,14,38,0,1,4,1,0,78.54
6907,2025-12-01,Seattle,1,1,1,37,77842,3,155.66,12,27,0,0,5,1,0,81.68
6908,2025-11-01,Seattle,1,1,1,21,52024,1,114.87,13,9,0,0,4,1,0,38.53
6909,2025-04-01,Seattle,1,0,0,40,40084,2,206.91,12,24,0,1,2,0,0,82.28
6910,2025-04-01,Seattle,1,0,0,35,102400,4,204.8,9,13,1,1,2,0,1,133.83
6911,2025-10-01,Seattle,1,1,1,44,62762,1,239.5,3,0,0,1,3,0,0,63.74
6912,2025-03-01,New York,1,0,0,56,85841,2,194.0,11,46,1,1,2,1,1,136.19
6913,2025-07-01,Chicago,0,1,0,41,70712,3,303.23,8,9,0,0,3,0,0,47.5
6914,2025-02-01,Boston,1,0,0,35,95824,2,194.22,7,22,0,0,6,1,0,85.64
6915,2025-06-01,Denver,0,0,0,47,112612,4,383.84,3,8,0,1,2,1,1,95.87
6916,2025-06-01,Dallas,0,0,0,34,49560,4,240.61,10,18,0,0,2,0,0,124.62
6917,2025-09-01,Phoenix,0,1,0,23,84575,3,226.53,12,4,0,0,3,0,1,151.51
6918,2025-09-01,Dallas,0,1,0,38,77925,4,226.81,11,0,0,1,4,0,0,124.67
6919,2025-03-01,Boston,1,0,0,19,74551,2,179.75,12,39,0,1,7,0,0,31.27
6920,2025-09-01,Phoenix,0,1,0,27,85789,2,211.64,14,11,0,1,5,0,1,81.68
6921,2025-07-01,Dallas,0,1,0,42,66286,3,284.58,11,16,1,1,6,0,0,66.16
6922,2025-11-01,Seattle,1,1,1,46,84724,7,302.82,8,6,0,1,8,1,0,134.43
6923,2025-08-01,New York,1,1,1,37,82453,4,403.69,10,20,1,1,4,0,1,144.16
6924,2025-03-01,Chicago,0,0,0,41,34157,1,162.21,15,5,0,0,9,0,1,77.39
6925,2025-10-01,Dallas,0,1,0,39,54618,3,248.73,10,17,0,1,3,1,1,114.72
6926,2025-03-01,Austin,1,0,0,30,92369,1,49.24,6,9,0,1,3,1,0,45.13
6927,2025-02-01,Denver,0,0,0,33,83933,2,161.7,5,1,1,0,4,0,0,56.83
6928,2025-09-01,Austin,1,1,1,22,76434,2,266.83,14,4,0,1,5,0,0,54.79
6929,2025-11-01,Denver,0,1,0,25,56575,1,237.98,7,6,0,0,6,1,0,0.0
6930,2025-07-01,Seattle,1,1,1,20,48820,3,199.52,10,83,1,1,4,1,1,146.06
6931,2025-04-01,Seattle,1,0,0,31,66955,5,188.94,16,12,0,0,4,0,0,105.47
6932,2025-11-01,Chicago,0,1,0,22,59613,7,309.34,14,32,0,1,8,0,1,153.23
6933,2025-12-01,New York,1,1,1,31,110816,1,125.88,12,5,0,1,10,1,1,127.44
6934,2025-05-01,Phoenix,0,0,0,41,94421,3,216.26,12,13,0,0,4,1,0,24.64
6935,2025-02-01,Dallas,0,0,0,37,25916,3,241.98,12,4,1,0,2,0,1,132.07
6936,2025-01-01,Austin,1,0,0,30,88333,3,249.29,8,0,0,0,9,1,1,76.85
6937,2025-05-01,Dallas,0,0,0,35,40143,3,359.72,16,11,1,1,4,0,0,61.81
6938,2025-09-01,Dallas,0,1,0,46,68466,3,258.71,14,28,1,1,8,0,1,154.93
6939,2025-02-01,Chicago,0,0,0,18,106907,3,122.83,10,35,0,1,3,0,1,128.37
6940,2025-01-01,Chicago,0,0,0,35,58710,3,116.13,12,8,0,1,2,0,0,71.98
6941,2025-02-01,New York,1,0,0,28,80018,2,280.72,8,29,0,1,6,0,1,131.48
6942,2025-09-01,Austin,1,1,1,27,85791,0,54.41,8,1,1,1,7,1,0,124.64
6943,2025-01-01,Boston,1,0,0,41,76986,3,179.83,11,31,0,1,4,0,1,139.43
6944,2025-06-01,Chicago,0,0,0,37,68756,2,284.9,13,6,0,0,8,1,1,95.96
6945,2025-10-01,Austin,1,1,1,41,74863,5,214.03,11,6,1,1,2,0,1,167.8
6946,2025-07-01,New York,1,1,1,37,34621,2,214.17,12,25,1,1,2,0,0,98.38
6947,2025-11-01,New York,1,1,1,32,51170,3,211.46,7,22,1,1,5,0,1,153.67
6948,2025-08-01,Austin,1,1,1,28,20000,4,289.08,11,23,0,0,4,1,0,58.62
6949,2025-02-01,New York,1,0,0,37,55321,6,287.18,16,8,0,1,2,0,1,149.92
6950,2025-03-01,New York,1,0,0,45,82291,0,218.7,6,4,1,0,9,1,1,131.95
6951,2025-07-01,New York,1,1,1,38,37496,2,174.92,13,1,0,0,6,0,1,70.52
6952,2025-12-01,Phoenix,0,1,0,24,76677,1,125.27,9,15,0,1,5,0,0,17.01
6953,2025-11-01,Phoenix,0,1,0,60,42833,2,193.08,13,0,0,1,6,0,1,103.96
6954,2025-07-01,Seattle,1,1,1,40,70397,4,326.62,13,11,1,0,5,0,1,156.06
6955,2025-12-01,Austin,1,1,1,28,95870,3,184.8,10,3,0,0,3,0,0,101.09
6956,2025-03-01,Seattle,1,0,0,38,82680,4,232.95,14,0,1,1,2,0,1,139.33
6957,2025-03-01,Austin,1,0,0,23,55014,1,73.78,7,14,1,0,9,0,0,34.76
6958,2025-02-01,Chicago,0,0,0,30,111034,3,174.35,12,18,0,1,6,0,0,84.61
6959,2025-11-01,Phoenix,0,1,0,51,67148,7,294.8,13,3,0,1,9,0,1,158.74
6960,2025-06-01,Seattle,1,0,0,38,76576,1,151.83,4,70,0,1,5,0,0,49.06
6961,2025-08-01,Boston,1,1,1,30,21017,3,219.96,16,5,1,1,7,1,0,84.86
6962,2025-07-01,New York,1,1,1,30,84234,1,165.02,6,8,0,0,5,0,1,85.55
6963,2025-02-01,Phoenix,0,0,0,35,85744,2,223.14,7,28,1,0,4,0,1,157.49
6964,2025-12-01,Austin,1,1,1,32,70900,4,325.56,9,39,0,0,3,1,0,37.41
6965,2025-03-01,Chicago,0,0,0,39,62799,5,405.07,10,1,0,0,4,1,0,78.42
6966,2025-09-01,Dallas,0,1,0,36,72599,3,224.85,10,66,0,1,5,0,0,114.39
6967,2025-01-01,Dallas,0,0,0,50,92784,5,186.14,14,6,0,1,4,0,1,114.29
6968,2025-12-01,Dallas,0,1,0,29,70616,4,306.72,11,42,1,1,5,0,0,107.82
6969,2025-05-01,Denver,0,0,0,40,116653,5,299.96,13,39,0,1,9,1,0,99.46
6970,2025-10-01,New York,1,1,1,29,26763,8,430.01,19,23,0,1,5,0,1,163.7
6971,2025-08-01,Dallas,0,1,0,27,62302,1,112.82,6,6,0,1,7,1,0,121.89
6972,2025-02-01,New York,1,0,0,45,77037,1,124.36,8,2,0,1,3,0,1,101.89
6973,2025-11-01,Austin,1,1,1,38,80343,4,141.27,14,18,0,1,5,0,0,99.95
6974,2025-04-01,Seattle,1,0,0,20,87992,3,318.32,10,62,0,1,6,0,0,75.72
6975,2025-09-01,Phoenix,0,1,0,43,82625,1,190.77,7,4,0,1,8,0,0,58.76
6976,2025-02-01,New York,1,0,0,21,92750,3,337.45,9,3,1,1,1,1,1,158.69
6977,2025-02-01,New York,1,0,0,55,74361,2,165.87,13,18,0,1,4,0,1,104.88
6978,2025-03-01,New York,1,0,0,48,78648,5,363.69,12,36,0,0,6,1,1,101.43
6979,2025-08-01,Chicago,0,1,0,36,20572,3,310.44,10,6,0,0,4,0,1,52.12
6980,2025-06-01,Austin,1,0,0,29,39823,2,110.98,8,14,0,0,6,0,1,99.86
6981,2025-12-01,Denver,0,1,0,44,72593,3,283.82,12,14,1,1,3,1,0,69.69
6982,2025-03-01,Seattle,1,0,0,39,50950,1,213.32,7,23,0,0,4,0,0,82.23
6983,2025-08-01,Phoenix,0,1,0,38,81112,1,111.43,8,1,0,1,5,1,0,27.99
6984,2025-05-01,New York,1,0,0,27,70989,2,264.78,9,5,1,1,8,1,0,88.29
6985,2025-01-01,Seattle,1,0,0,18,95955,1,78.41,10,14,1,1,5,1,0,111.34
6986,2025-03-01,Seattle,1,0,0,42,100713,4,222.99,9,34,0,1,2,0,1,107.51
6987,2025-09-01,Phoenix,0,1,0,29,110608,5,202.87,12,40,1,1,5,0,0,86.98
6988,2025-05-01,Chicago,0,0,0,38,62191,1,111.72,15,7,0,0,7,1,0,81.31
6989,2025-10-01,Dallas,0,1,0,18,85286,1,134.59,8,6,1,1,6,1,0,59.05
6990,2025-02-01,Denver,0,0,0,39,61558,4,167.78,13,3,0,1,6,0,0,80.93
6991,2025-06-01,Austin,1,0,0,20,45508,3,258.0,12,30,0,1,6,1,1,127.18
6992,2025-10-01,Dallas,0,1,0,57,65533,7,443.83,11,6,0,1,5,0,0,93.17
6993,2025-01-01,Chicago,0,0,0,22,84342,1,192.14,9,1,0,1,6,1,0,60.4
6994,2025-10-01,New York,1,1,1,23,80657,3,252.44,12,1,0,1,9,0,1,123.45
6995,2025-03-01,Chicago,0,0,0,35,46638,4,315.54,15,20,0,0,1,0,0,87.59
6996,2025-09-01,Chicago,0,1,0,30,20000,2,182.41,12,16,1,1,7,0,0,94.2
6997,2025-01-01,Dallas,0,0,0,39,77746,2,208.28,9,1,0,0,7,0,1,71.75
6998,2025-08-01,Austin,1,1,1,52,35827,4,279.71,12,2,0,1,4,0,1,125.07
6999,2025-05-01,Boston,1,0,0,42,55273,1,108.64,8,0,0,1,3,0,0,62.57
7000,2025-03-01,Chicago,0,0,0,40,102493,2,166.57,10,6,0,0,6,1,1,109.25
7001,2025-02-01,Seattle,1,0,0,46,108349,4,184.81,22,9,0,0,3,0,0,64.31
7002,2025-01-01,Phoenix,0,0,0,36,58281,1,206.21,10,20,0,1,5,0,1,96.72
7003,2025-03-01,Phoenix,0,0,0,39,91781,6,332.11,16,3,1,0,5,0,0,68.05
7004,2025-10-01,New York,1,1,1,28,54983,4,292.88,17,23,0,0,4,0,1,165.67
7005,2025-04-01,New York,1,0,0,39,99713,4,259.94,10,25,0,1,5,0,0,47.2
7006,2025-09-01,Seattle,1,1,1,29,68234,5,136.06,8,9,0,1,6,1,0,136.29
7007,2025-05-01,Phoenix,0,0,0,37,40368,4,229.53,8,66,0,0,6,1,0,112.89
7008,2025-08-01,Austin,1,1,1,60,67842,2,128.27,10,10,0,0,5,0,0,57.42
7009,2025-03-01,Phoenix,0,0,0,40,91243,3,263.47,13,56,0,1,4,1,0,41.59
7010,2025-05-01,Seattle,1,0,0,49,71450,3,316.71,12,49,0,1,7,1,1,127.18
7011,2025-12-01,Seattle,1,1,1,26,101863,1,150.27,10,24,0,1,2,0,0,66.12
7012,2025-10-01,Austin,1,1,1,24,37936,2,203.51,6,14,1,1,5,1,1,147.76
7013,2025-12-01,Phoenix,0,1,0,18,70668,3,152.49,13,15,0,1,6,0,0,45.36
7014,2025-06-01,Chicago,0,0,0,29,75449,7,375.69,14,76,0,1,5,0,0,89.51
7015,2025-03-01,Denver,0,0,0,30,36508,3,165.21,8,24,0,1,3,0,0,66.96
7016,2025-01-01,Dallas,0,0,0,22,83427,3,179.63,10,11,0,1,5,1,0,118.68
7017,2025-05-01,Denver,0,0,0,20,82292,3,310.73,11,0,0,0,9,0,1,103.7
7018,2025-08-01,Boston,1,1,1,37,94316,4,306.15,10,1,0,1,4,0,1,101.84
7019,2025-07-01,Phoenix,0,1,0,31,83747,4,287.1,12,7,1,0,10,0,1,128.99
7020,2025-05-01,Chicago,0,0,0,20,85304,3,392.2,10,11,0,1,3,1,0,44.01
7021,2025-12-01,Chicago,0,1,0,41,49210,3,254.84,6,5,0,0,6,0,0,98.75
7022,2025-03-01,Seattle,1,0,0,45,34150,3,282.07,15,0,0,1,3,0,0,0.0
7023,2025-11-01,Denver,0,1,0,32,45034,5,275.04,13,1,0,1,6,0,1,138.7
7024,2025-10-01,Dallas,0,1,0,28,77781,0,169.24,11,9,1,0,5,1,0,67.9
7025,2025-09-01,New York,1,1,1,25,34590,6,281.58,12,19,0,1,3,1,1,212.52
7026,2025-04-01,New York,1,0,0,35,84246,2,244.59,14,109,1,1,4,1,1,146.62
7027,2025-11-01,Seattle,1,1,1,37,75624,2,91.65,19,3,0,1,3,0,1,86.86
7028,2025-12-01,Austin,1,1,1,33,76189,3,154.97,10,2,0,0,7,0,1,121.85
7029,2025-01-01,Dallas,0,0,0,42,69701,2,176.26,8,42,0,1,2,0,1,72.52
7030,2025-02-01,Seattle,1,0,0,49,98079,1,165.32,4,4,0,0,5,1,0,95.66
7031,2025-04-01,Phoenix,0,0,0,29,98669,3,343.64,8,24,0,1,3,0,0,39.23
7032,2025-09-01,Chicago,0,1,0,42,78233,3,349.72,10,27,0,0,6,0,0,93.88
7033,2025-12-01,New York,1,1,1,23,62209,4,204.1,10,15,0,0,7,0,1,77.73
7034,2025-01-01,Chicago,0,0,0,35,74857,3,308.96,10,21,0,0,6,1,0,102.68
7035,2025-09-01,Phoenix,0,1,0,29,84492,2,313.72,9,30,0,1,8,0,0,86.96
7036,2025-11-01,Austin,1,1,1,25,60263,0,62.95,10,16,1,0,5,1,1,123.08
7037,2025-06-01,Chicago,0,0,0,38,89927,3,154.15,10,16,0,1,2,0,0,100.49
7038,2025-03-01,New York,1,0,0,32,43416,4,310.28,16,8,1,0,5,1,0,106.68
7039,2025-12-01,Denver,0,1,0,22,62240,2,109.97,6,23,0,1,4,1,1,91.38
7040,2025-06-01,Denver,0,0,0,27,90603,4,266.33,10,30,0,1,7,0,0,70.87
7041,2025-05-01,Boston,1,0,0,40,50773,1,235.83,11,25,1,0,5,0,0,106.93
7042,2025-03-01,Denver,0,0,0,54,108173,3,95.12,5,3,1,0,7,1,0,67.04
7043,2025-04-01,New York,1,0,0,46,41692,1,113.95,6,28,0,1,3,1,0,24.39
7044,2025-08-01,Austin,1,1,1,32,84421,1,66.67,10,34,0,1,4,1,0,44.7
7045,2025-04-01,Austin,1,0,0,39,42980,2,182.11,8,51,0,1,6,1,0,34.59
7046,2025-01-01,Chicago,0,0,0,31,68944,5,198.56,9,14,0,1,1,0,0,52.58
7047,2025-11-01,Dallas,0,1,0,38,39942,2,243.46,8,8,0,1,4,0,0,70.55
7048,2025-02-01,Phoenix,0,0,0,58,25128,4,318.34,10,24,0,0,7,0,0,35.12
7049,2025-06-01,Chicago,0,0,0,26,86385,0,212.09,10,10,0,1,4,0,1,21.36
7050,2025-11-01,Seattle,1,1,1,41,68056,1,149.64,13,75,0,1,9,1,1,118.3
7051,2025-11-01,Boston,1,1,1,18,34908,3,344.36,13,14,0,1,7,0,0,81.35
7052,2025-11-01,Phoenix,0,1,0,42,53809,0,20.09,6,4,0,0,5,1,1,88.95
7053,2025-10-01,Chicago,0,1,0,43,71386,1,17.4,5,27,1,1,1,0,1,111.41
7054,2025-10-01,Seattle,1,1,1,33,72289,1,268.85,10,29,1,0,6,0,0,32.39
7055,2025-02-01,Chicago,0,0,0,28,121311,7,331.35,17,15,1,1,5,0,1,158.87
7056,2025-03-01,Phoenix,0,0,0,39,70967,5,285.09,13,5,0,0,7,0,0,34.71
7057,2025-12-01,Denver,0,1,0,33,65056,1,119.16,6,11,1,0,8,0,0,67.21
7058,2025-11-01,Boston,1,1,1,37,111834,3,159.02,13,32,0,1,6,0,1,128.54
7059,2025-04-01,Chicago,0,0,0,35,136492,3,271.89,9,13,0,1,3,1,0,74.33
7060,2025-11-01,Austin,1,1,1,32,67738,1,154.94,6,17,0,0,9,1,1,55.1
7061,2025-09-01,Dallas,0,1,0,30,55086,5,251.46,13,7,0,1,5,1,0,120.09
7062,2025-07-01,Austin,1,1,1,23,85663,3,337.2,10,48,0,0,2,1,0,89.87
7063,2025-09-01,Phoenix,0,1,0,25,88262,5,287.88,17,3,0,1,4,1,0,65.55
7064,2025-11-01,Austin,1,1,1,47,106507,7,402.76,19,8,1,0,5,1,0,100.93
7065,2025-09-01,Dallas,0,1,0,31,21508,4,247.54,12,9,0,1,7,1,0,45.72
7066,2025-02-01,New York,1,0,0,31,48179,1,198.14,9,15,0,1,5,0,0,49.74
7067,2025-11-01,New York,1,1,1,24,91763,1,128.19,19,5,1,1,6,0,0,126.7
7068,2025-02-01,Denver,0,0,0,40,77368,8,425.91,13,21,0,0,7,0,1,138.16
7069,2025-03-01,Seattle,1,0,0,33,60507,2,237.4,10,0,0,0,1,0,0,33.23
7070,2025-09-01,Austin,1,1,1,18,57467,2,255.03,10,9,0,0,10,0,0,48.93
7071,2025-11-01,Austin,1,1,1,32,93346,2,210.5,9,9,0,1,7,0,0,83.36
7072,2025-04-01,New York,1,0,0,45,47389,4,374.31,11,39,0,0,5,0,1,111.75
7073,2025-04-01,Denver,0,0,0,34,53296,0,174.77,5,6,0,1,8,0,0,18.88
7074,2025-05-01,Phoenix,0,0,0,20,91619,2,276.38,8,36,0,1,6,1,0,5.26
7075,2025-11-01,Boston,1,1,1,18,100174,4,223.28,9,28,0,0,4,0,1,170.91
7076,2025-03-01,Phoenix,0,0,0,28,73992,5,293.73,9,0,1,0,6,0,1,163.19
7077,2025-11-01,Phoenix,0,1,0,20,99021,4,281.12,10,65,0,1,5,1,0,97.72
7078,2025-03-01,Seattle,1,0,0,18,69187,2,139.63,13,41,0,1,6,1,0,87.54
7079,2025-11-01,Austin,1,1,1,31,84006,2,190.25,7,14,0,0,0,0,1,63.45
7080,2025-03-01,Boston,1,0,0,32,69152,6,379.02,15,2,1,0,5,0,0,136.55
7081,2025-04-01,Chicago,0,0,0,38,69388,1,170.03,10,8,0,1,4,1,0,62.16
7082,2025-02-01,Chicago,0,0,0,25,25539,4,339.72,9,13,0,1,4,0,1,101.2
7083,2025-02-01,Chicago,0,0,0,29,35598,3,128.77,6,10,1,1,8,0,1,79.84
7084,2025-08-01,Austin,1,1,1,39,59556,3,270.23,4,0,0,1,3,0,1,102.97
7085,2025-10-01,Dallas,0,1,0,19,56957,3,214.19,14,2,0,1,8,1,0,58.53
7086,2025-09-01,New York,1,1,1,40,70345,0,71.18,6,1,1,1,8,1,1,108.29
7087,2025-01-01,Phoenix,0,0,0,44,71640,7,443.72,14,8,0,1,7,0,1,185.17
7088,2025-02-01,Chicago,0,0,0,29,76128,2,103.62,9,1,0,1,4,0,0,31.77
7089,2025-01-01,New York,1,0,0,18,39569,3,156.02,8,1,1,0,2,1,0,22.38
7090,2025-02-01,Austin,1,0,0,51,83681,2,192.66,10,10,0,1,8,0,1,120.72
7091,2025-03-01,Austin,1,0,0,18,85491,7,448.62,11,49,0,1,8,1,1,150.53
7092,2025-08-01,Chicago,0,1,0,35,36006,3,260.28,13,50,0,1,6,0,0,37.04
7093,2025-09-01,Austin,1,1,1,31,74116,4,256.91,8,20,0,1,2,0,1,108.04
7094,2025-03-01,Chicago,0,0,0,28,35179,5,310.1,8,19,0,1,5,1,1,170.86
7095,2025-02-01,Boston,1,0,0,58,104365,3,124.52,9,1,1,1,5,0,0,86.27
7096,2025-01-01,Dallas,0,0,0,35,120558,3,159.9,9,15,0,1,6,0,0,47.38
7097,2025-11-01,Denver,0,1,0,38,83917,2,226.55,10,7,1,1,4,0,1,165.48
7098,2025-04-01,Austin,1,0,0,35,74491,1,186.05,12,30,0,0,6,0,1,50.08
7099,2025-12-01,Chicago,0,1,0,19,68773,4,301.66,15,4,0,0,5,0,0,60.55
7100,2025-01-01,Chicago,0,0,0,27,90923,2,112.39,13,20,0,1,0,0,1,114.68
7101,2025-09-01,Denver,0,1,0,40,83610,3,196.75,9,59,0,1,7,0,0,43.81
7102,2025-10-01,Seattle,1,1,1,23,86142,0,182.42,8,34,1,1,2,0,0,31.88
7103,2025-12-01,Denver,0,1,0,56,24637,3,219.35,12,12,0,1,6,0,0,51.2
7104,2025-08-01,Phoenix,0,1,0,49,117426,6,345.0,14,12,0,1,3,0,1,149.76
7105,2025-06-01,Dallas,0,0,0,37,54924,1,198.17,11,1,1,1,5,1,0,46.62
7106,2025-08-01,Seattle,1,1,1,38,54870,3,295.93,13,16,0,1,4,0,0,68.01
7107,2025-04-01,Austin,1,0,0,23,56862,1,111.6,13,23,0,1,5,0,1,100.67
7108,2025-02-01,Austin,1,0,0,31,95947,1,87.22,8,11,0,1,4,0,0,28.5
7109,2025-04-01,Seattle,1,0,0,25,41784,0,141.34,15,40,1,1,1,0,0,48.49
7110,2025-07-01,Phoenix,0,1,0,44,95853,5,278.14,12,26,0,1,3,0,1,99.74
7111,2025-01-01,Dallas,0,0,0,40,68761,1,132.44,11,16,1,1,1,1,0,80.05
7112,2025-10-01,Boston,1,1,1,32,65116,3,218.09,11,5,0,1,2,0,1,99.87
7113,2025-08-01,New York,1,1,1,25,94027,5,357.79,14,20,1,1,1,0,0,46.81
7114,2025-12-01,Denver,0,1,0,40,90900,3,193.43,8,93,0,1,9,1,1,119.25
7115,2025-11-01,Chicago,0,1,0,35,29947,3,309.25,7,16,0,1,7,0,1,83.0
